TICKER;PER;DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
EURUSD;1;240501;010100;1.06619;1.06627;1.0661;1.06619;641
EURUSD;1;240501;010200;1.06614;1.06627;1.06613;1.06623;335
EURUSD;1;240501;010300;1.06623;1.06626;1.06616;1.06617;337
EURUSD;1;240501;010400;1.06617;1.06626;1.06616;1.06625;278
EURUSD;1;240501;010500;1.06625;1.06626;1.06611;1.06611;355
EURUSD;1;240501;010600;1.06619;1.06621;1.06611;1.0662;365
EURUSD;1;240501;010700;1.06612;1.06624;1.06607;1.06624;489
EURUSD;1;240501;010800;1.06622;1.0663;1.06616;1.06626;459
EURUSD;1;240501;010900;1.06622;1.06626;1.06616;1.06624;392
EURUSD;1;240501;011000;1.0662;1.06628;1.06614;1.06625;421
EURUSD;1;240501;011100;1.06626;1.0663;1.06617;1.06624;412
EURUSD;1;240501;011200;1.06623;1.06633;1.06617;1.0663;398
EURUSD;1;240501;011300;1.06622;1.06631;1.06617;1.06617;514
EURUSD;1;240501;011400;1.06625;1.06625;1.06616;1.06625;320
EURUSD;1;240501;011500;1.06625;1.06625;1.06612;1.0662;361
EURUSD;1;240501;011600;1.06616;1.06624;1.06613;1.06622;277
EURUSD;1;240501;011700;1.06622;1.06626;1.06614;1.06625;368
EURUSD;1;240501;011800;1.06617;1.06625;1.06613;1.0662;310
EURUSD;1;240501;011900;1.06624;1.06625;1.06615;1.06621;271
EURUSD;1;240501;012000;1.06625;1.06625;1.06611;1.06619;316
EURUSD;1;240501;012100;1.06618;1.06621;1.06608;1.06609;308
EURUSD;1;240501;012200;1.06609;1.06625;1.06609;1.06622;479
EURUSD;1;240501;012300;1.06617;1.06626;1.06612;1.06612;364
EURUSD;1;240501;012400;1.06618;1.06625;1.06612;1.06624;318
EURUSD;1;240501;012500;1.06621;1.06624;1.06611;1.06612;374
EURUSD;1;240501;012600;1.06612;1.06626;1.06611;1.06622;336
EURUSD;1;240501;012700;1.06617;1.06626;1.06617;1.06623;233
EURUSD;1;240501;012800;1.06625;1.06626;1.06616;1.06625;373
EURUSD;1;240501;012900;1.06623;1.06626;1.06613;1.06617;283
EURUSD;1;240501;013000;1.06621;1.06622;1.0661;1.0662;382
EURUSD;1;240501;013100;1.0662;1.0662;1.06607;1.06616;320
EURUSD;1;240501;013200;1.06616;1.06616;1.06607;1.06616;184
EURUSD;1;240501;013300;1.06608;1.06616;1.06597;1.06603;470
EURUSD;1;240501;013400;1.06598;1.06606;1.06592;1.066;324
EURUSD;1;240501;013500;1.066;1.06602;1.06592;1.06592;247
EURUSD;1;240501;013600;1.066;1.066;1.06585;1.06594;360
EURUSD;1;240501;013700;1.06594;1.06595;1.06583;1.06594;354
EURUSD;1;240501;013800;1.06586;1.06599;1.06585;1.06596;359
EURUSD;1;240501;013900;1.06599;1.06601;1.06591;1.06592;208
EURUSD;1;240501;014000;1.06592;1.06604;1.06592;1.06601;299
EURUSD;1;240501;014100;1.06601;1.06601;1.06592;1.066;181
EURUSD;1;240501;014200;1.06592;1.06606;1.06592;1.066;301
EURUSD;1;240501;014300;1.06597;1.066;1.0659;1.06592;366
EURUSD;1;240501;014400;1.066;1.06606;1.06592;1.06597;353
EURUSD;1;240501;014500;1.06603;1.06619;1.06597;1.06619;491
EURUSD;1;240501;014600;1.06611;1.06624;1.0661;1.06618;445
EURUSD;1;240501;014700;1.06621;1.06624;1.06612;1.06623;269
EURUSD;1;240501;014800;1.06623;1.06626;1.06612;1.06613;348
EURUSD;1;240501;014900;1.06621;1.06625;1.06612;1.06624;362
EURUSD;1;240501;015000;1.06616;1.06626;1.06616;1.06621;320
EURUSD;1;240501;015100;1.06624;1.06625;1.06604;1.06611;355
EURUSD;1;240501;015200;1.06614;1.06615;1.06602;1.06606;297
EURUSD;1;240501;015300;1.0661;1.06613;1.06602;1.06608;334
EURUSD;1;240501;015400;1.06602;1.0661;1.06595;1.06595;339
EURUSD;1;240501;015500;1.06595;1.06605;1.06595;1.06603;285
EURUSD;1;240501;015600;1.06602;1.06603;1.06594;1.06601;259
EURUSD;1;240501;015700;1.06602;1.06602;1.06592;1.06593;299
EURUSD;1;240501;015800;1.06593;1.06603;1.06593;1.06599;294
EURUSD;1;240501;015900;1.06601;1.0661;1.06593;1.06604;380
EURUSD;1;240501;020000;1.06607;1.06607;1.06596;1.06596;405
EURUSD;1;240501;020100;1.06604;1.06604;1.06596;1.06596;225
EURUSD;1;240501;020200;1.06604;1.06604;1.06594;1.06594;310
EURUSD;1;240501;020300;1.06594;1.06602;1.06589;1.0659;273
EURUSD;1;240501;020400;1.06598;1.066;1.06589;1.0659;133
EURUSD;1;240501;020500;1.06598;1.066;1.06585;1.06594;347
EURUSD;1;240501;020600;1.06594;1.06598;1.06585;1.06591;360
EURUSD;1;240501;020700;1.06591;1.06594;1.06574;1.06583;494
EURUSD;1;240501;020800;1.06583;1.06583;1.06566;1.06575;374
EURUSD;1;240501;020900;1.06575;1.0658;1.06565;1.06578;303
EURUSD;1;240501;021000;1.06575;1.06585;1.06569;1.06582;273
EURUSD;1;240501;021100;1.06574;1.06584;1.0657;1.06579;363
EURUSD;1;240501;021200;1.06571;1.0658;1.06567;1.06567;302
EURUSD;1;240501;021300;1.06575;1.06575;1.06565;1.06571;270
EURUSD;1;240501;021400;1.06571;1.0658;1.06566;1.06575;288
EURUSD;1;240501;021500;1.06574;1.06585;1.06566;1.06582;360
EURUSD;1;240501;021600;1.06584;1.06584;1.06575;1.06576;248
EURUSD;1;240501;021700;1.06576;1.06593;1.06575;1.0659;334
EURUSD;1;240501;021800;1.06591;1.06597;1.06585;1.06594;361
EURUSD;1;240501;021900;1.06593;1.06597;1.06587;1.06588;199
EURUSD;1;240501;022000;1.06596;1.06596;1.06587;1.06593;199
EURUSD;1;240501;022100;1.06595;1.06596;1.06586;1.06587;295
EURUSD;1;240501;022200;1.06595;1.06603;1.06585;1.066;434
EURUSD;1;240501;022300;1.06597;1.06603;1.06587;1.06595;351
EURUSD;1;240501;022400;1.06595;1.066;1.06587;1.0659;268
EURUSD;1;240501;022500;1.0659;1.066;1.06587;1.06598;362
EURUSD;1;240501;022600;1.06589;1.066;1.06588;1.06595;279
EURUSD;1;240501;022700;1.06595;1.06602;1.06586;1.06594;373
EURUSD;1;240501;022800;1.06586;1.066;1.06586;1.06596;250
EURUSD;1;240501;022900;1.06596;1.06597;1.06586;1.06594;289
EURUSD;1;240501;023000;1.06586;1.06595;1.06578;1.06588;442
EURUSD;1;240501;023100;1.06588;1.0659;1.06576;1.06584;268
EURUSD;1;240501;023200;1.06582;1.06584;1.06572;1.06583;342
EURUSD;1;240501;023300;1.06583;1.0659;1.06575;1.06585;284
EURUSD;1;240501;023400;1.06579;1.0659;1.06574;1.0658;295
EURUSD;1;240501;023500;1.06581;1.06583;1.0657;1.0657;227
EURUSD;1;240501;023600;1.06578;1.06584;1.0657;1.06582;313
EURUSD;1;240501;023700;1.06582;1.06585;1.06574;1.06575;321
EURUSD;1;240501;023800;1.06583;1.0659;1.06575;1.06583;358
EURUSD;1;240501;023900;1.06579;1.06591;1.06579;1.06588;341
EURUSD;1;240501;024000;1.06588;1.06591;1.06576;1.06586;352
EURUSD;1;240501;024100;1.06578;1.06586;1.06575;1.06584;403
EURUSD;1;240501;024200;1.06581;1.06586;1.06575;1.0658;294
EURUSD;1;240501;024300;1.06576;1.06584;1.06572;1.06575;292
EURUSD;1;240501;024400;1.06578;1.06583;1.06569;1.0657;283
EURUSD;1;240501;024500;1.06578;1.06578;1.06565;1.06574;244
EURUSD;1;240501;024600;1.06566;1.0658;1.06566;1.06574;213
EURUSD;1;240501;024700;1.0657;1.0658;1.06566;1.06567;255
EURUSD;1;240501;024800;1.06575;1.0658;1.06566;1.06567;256
EURUSD;1;240501;024900;1.06566;1.06578;1.06566;1.06573;288
EURUSD;1;240501;025000;1.0657;1.0658;1.06567;1.06578;276
EURUSD;1;240501;025100;1.06575;1.0658;1.06565;1.06565;238
EURUSD;1;240501;025200;1.06565;1.06578;1.06565;1.06569;306
EURUSD;1;240501;025300;1.06569;1.0658;1.06566;1.06579;292
EURUSD;1;240501;025400;1.06579;1.0659;1.06571;1.06586;391
EURUSD;1;240501;025500;1.06578;1.06586;1.06576;1.06576;227
EURUSD;1;240501;025600;1.06581;1.06585;1.06575;1.06584;265
EURUSD;1;240501;025700;1.06584;1.0659;1.06575;1.06589;274
EURUSD;1;240501;025800;1.06581;1.0659;1.06575;1.06575;318
EURUSD;1;240501;025900;1.06576;1.06588;1.06575;1.0658;265
EURUSD;1;240501;030000;1.06586;1.0659;1.0658;1.06589;346
EURUSD;1;240501;030100;1.06589;1.0659;1.06577;1.06585;302
EURUSD;1;240501;030200;1.06582;1.0659;1.06569;1.06576;309
EURUSD;1;240501;030300;1.0657;1.06581;1.06568;1.06575;394
EURUSD;1;240501;030400;1.06575;1.06584;1.06568;1.06583;414
EURUSD;1;240501;030500;1.06579;1.06583;1.0657;1.06571;244
EURUSD;1;240501;030600;1.06571;1.0658;1.06566;1.06573;287
EURUSD;1;240501;030700;1.06574;1.06576;1.06564;1.06576;350
EURUSD;1;240501;030800;1.06568;1.06576;1.06565;1.06573;285
EURUSD;1;240501;030900;1.06572;1.0658;1.06567;1.06577;271
EURUSD;1;240501;031000;1.06579;1.0658;1.06565;1.06575;292
EURUSD;1;240501;031100;1.06575;1.0658;1.06567;1.06574;213
EURUSD;1;240501;031200;1.06579;1.0658;1.06566;1.06576;282
EURUSD;1;240501;031300;1.06572;1.0658;1.06568;1.06579;278
EURUSD;1;240501;031400;1.06579;1.0658;1.06567;1.06567;279
EURUSD;1;240501;031500;1.06573;1.0658;1.06566;1.06576;299
EURUSD;1;240501;031600;1.06572;1.06576;1.06567;1.06571;188
EURUSD;1;240501;031700;1.06576;1.0658;1.06567;1.06574;348
EURUSD;1;240501;031800;1.06578;1.06583;1.0657;1.06579;382
EURUSD;1;240501;031900;1.06572;1.06581;1.06571;1.06571;245
EURUSD;1;240501;032000;1.06571;1.0658;1.06567;1.06568;273
EURUSD;1;240501;032100;1.06568;1.06578;1.06563;1.06572;306
EURUSD;1;240501;032200;1.0657;1.06576;1.06564;1.06569;366
EURUSD;1;240501;032300;1.06572;1.06575;1.06564;1.06573;280
EURUSD;1;240501;032400;1.06566;1.06575;1.06565;1.06571;207
EURUSD;1;240501;032500;1.06574;1.06575;1.06566;1.06574;255
EURUSD;1;240501;032600;1.06574;1.06575;1.06566;1.06567;229
EURUSD;1;240501;032700;1.06567;1.0658;1.06567;1.0658;246
EURUSD;1;240501;032800;1.0658;1.0658;1.06571;1.06579;251
EURUSD;1;240501;032900;1.06579;1.0658;1.06571;1.06579;254
EURUSD;1;240501;033000;1.06579;1.06582;1.0657;1.06576;326
EURUSD;1;240501;033100;1.0658;1.0658;1.06571;1.06578;310
EURUSD;1;240501;033200;1.06579;1.0658;1.06566;1.06566;309
EURUSD;1;240501;033300;1.0657;1.06576;1.06565;1.06569;312
EURUSD;1;240501;033400;1.06574;1.06574;1.06563;1.06571;388
EURUSD;1;240501;033500;1.06569;1.06576;1.06566;1.06568;271
EURUSD;1;240501;033600;1.0657;1.06581;1.06568;1.06578;333
EURUSD;1;240501;033700;1.06579;1.06582;1.06571;1.0658;318
EURUSD;1;240501;033800;1.0658;1.06581;1.06572;1.06573;246
EURUSD;1;240501;033900;1.06577;1.06581;1.06571;1.06577;318
EURUSD;1;240501;034000;1.06579;1.06583;1.06572;1.06579;411
EURUSD;1;240501;034100;1.0658;1.0658;1.0657;1.06579;257
EURUSD;1;240501;034200;1.0658;1.06581;1.06568;1.06573;359
EURUSD;1;240501;034300;1.06574;1.06577;1.06567;1.06575;259
EURUSD;1;240501;034400;1.06575;1.06575;1.06563;1.06571;314
EURUSD;1;240501;034500;1.06568;1.06571;1.06557;1.06569;497
EURUSD;1;240501;034600;1.06561;1.06569;1.06555;1.06565;384
EURUSD;1;240501;034700;1.06558;1.06566;1.06553;1.0656;395
EURUSD;1;240501;034800;1.06556;1.06564;1.0655;1.06564;454
EURUSD;1;240501;034900;1.06559;1.06565;1.06556;1.06559;282
EURUSD;1;240501;035000;1.06556;1.06565;1.06555;1.06557;257
EURUSD;1;240501;035100;1.06557;1.06565;1.06551;1.06555;354
EURUSD;1;240501;035200;1.06559;1.06566;1.06554;1.06562;409
EURUSD;1;240501;035300;1.06561;1.06566;1.06553;1.06564;389
EURUSD;1;240501;035400;1.06564;1.06569;1.06552;1.06564;401
EURUSD;1;240501;035500;1.06564;1.06566;1.06557;1.06565;299
EURUSD;1;240501;035600;1.06562;1.0657;1.06557;1.06565;371
EURUSD;1;240501;035700;1.06564;1.06567;1.06556;1.06566;303
EURUSD;1;240501;035800;1.06566;1.0657;1.06558;1.0656;250
EURUSD;1;240501;035900;1.0656;1.0657;1.06557;1.06557;339
EURUSD;1;240501;040000;1.06557;1.0657;1.06557;1.06567;384
EURUSD;1;240501;040100;1.06561;1.0657;1.0656;1.06568;436
EURUSD;1;240501;040200;1.06561;1.0657;1.06557;1.06557;329
EURUSD;1;240501;040300;1.06557;1.06567;1.06556;1.06565;321
EURUSD;1;240501;040400;1.06565;1.06566;1.06555;1.06556;319
EURUSD;1;240501;040500;1.06564;1.06564;1.06556;1.06556;246
EURUSD;1;240501;040600;1.06562;1.06566;1.06556;1.06564;266
EURUSD;1;240501;040700;1.0656;1.06564;1.0655;1.06552;300
EURUSD;1;240501;040800;1.0656;1.06562;1.06551;1.06559;233
EURUSD;1;240501;040900;1.06557;1.06561;1.06551;1.06555;292
EURUSD;1;240501;041000;1.0656;1.0656;1.06547;1.06547;310
EURUSD;1;240501;041100;1.06555;1.06555;1.06545;1.06546;260
EURUSD;1;240501;041200;1.06549;1.06555;1.06543;1.06554;316
EURUSD;1;240501;041300;1.06551;1.06555;1.06546;1.06552;273
EURUSD;1;240501;041400;1.06551;1.06556;1.06546;1.06555;213
EURUSD;1;240501;041500;1.06555;1.0656;1.06547;1.06551;310
EURUSD;1;240501;041600;1.06555;1.0656;1.06545;1.06554;362
EURUSD;1;240501;041700;1.06554;1.06555;1.06546;1.06554;188
EURUSD;1;240501;041800;1.06554;1.06559;1.06546;1.06554;329
EURUSD;1;240501;041900;1.06554;1.06556;1.06546;1.06547;249
EURUSD;1;240501;042000;1.06555;1.06556;1.06546;1.06553;321
EURUSD;1;240501;042100;1.06546;1.06556;1.06546;1.06555;303
EURUSD;1;240501;042200;1.06547;1.06556;1.06546;1.06553;382
EURUSD;1;240501;042300;1.06554;1.06554;1.06546;1.06546;253
EURUSD;1;240501;042400;1.06546;1.06559;1.06546;1.06551;369
EURUSD;1;240501;042500;1.06551;1.0656;1.06551;1.06551;286
EURUSD;1;240501;042600;1.06559;1.0656;1.0655;1.06551;270
EURUSD;1;240501;042700;1.06559;1.0656;1.0655;1.06559;255
EURUSD;1;240501;042800;1.06559;1.0656;1.06546;1.06553;253
EURUSD;1;240501;042900;1.06554;1.06561;1.06546;1.06552;375
EURUSD;1;240501;043000;1.0656;1.06564;1.06552;1.06552;361
EURUSD;1;240501;043100;1.06559;1.06561;1.06552;1.06552;310
EURUSD;1;240501;043200;1.06552;1.06561;1.0655;1.06559;284
EURUSD;1;240501;043300;1.06559;1.06564;1.06551;1.06563;285
EURUSD;1;240501;043400;1.06562;1.06565;1.06554;1.06564;251
EURUSD;1;240501;043500;1.06556;1.06564;1.06556;1.06564;236
EURUSD;1;240501;043600;1.06556;1.06569;1.06555;1.06567;243
EURUSD;1;240501;043700;1.06565;1.0657;1.06555;1.06562;277
EURUSD;1;240501;043800;1.06556;1.06564;1.06553;1.06564;284
EURUSD;1;240501;043900;1.06556;1.06566;1.06556;1.06561;328
EURUSD;1;240501;044000;1.06565;1.06565;1.06555;1.06564;268
EURUSD;1;240501;044100;1.0656;1.0657;1.06553;1.06562;343
EURUSD;1;240501;044200;1.06562;1.06562;1.06553;1.0656;240
EURUSD;1;240501;044300;1.06554;1.06563;1.06551;1.0656;287
EURUSD;1;240501;044400;1.06552;1.06561;1.06545;1.06551;276
EURUSD;1;240501;044500;1.06554;1.06555;1.06546;1.06554;288
EURUSD;1;240501;044600;1.06555;1.06555;1.06541;1.06543;377
EURUSD;1;240501;044700;1.0655;1.06555;1.06542;1.06555;279
EURUSD;1;240501;044800;1.06546;1.06558;1.06545;1.06555;300
EURUSD;1;240501;044900;1.06547;1.06555;1.06546;1.06554;226
EURUSD;1;240501;045000;1.06554;1.0656;1.06546;1.06555;300
EURUSD;1;240501;045100;1.06552;1.0656;1.06549;1.06557;242
EURUSD;1;240501;045200;1.06559;1.06565;1.06551;1.06555;275
EURUSD;1;240501;045300;1.06556;1.06565;1.06552;1.0656;306
EURUSD;1;240501;045400;1.0656;1.06564;1.06552;1.06557;344
EURUSD;1;240501;045500;1.0656;1.06565;1.06552;1.06564;278
EURUSD;1;240501;045600;1.06562;1.06565;1.0655;1.0656;358
EURUSD;1;240501;045700;1.0656;1.06565;1.06551;1.06564;468
EURUSD;1;240501;045800;1.06563;1.06565;1.06552;1.0656;362
EURUSD;1;240501;045900;1.06552;1.06561;1.06549;1.06557;366
EURUSD;1;240501;050000;1.06554;1.06558;1.06545;1.06546;396
EURUSD;1;240501;050100;1.06546;1.06555;1.06545;1.06545;215
EURUSD;1;240501;050200;1.06552;1.06559;1.06545;1.06555;320
EURUSD;1;240501;050300;1.06555;1.06555;1.06543;1.06552;323
EURUSD;1;240501;050400;1.06554;1.06556;1.06545;1.06546;346
EURUSD;1;240501;050500;1.06555;1.0656;1.06545;1.06553;329
EURUSD;1;240501;050600;1.0655;1.06556;1.06545;1.06555;314
EURUSD;1;240501;050700;1.06556;1.06559;1.06547;1.06559;287
EURUSD;1;240501;050800;1.06559;1.0656;1.06549;1.06551;245
EURUSD;1;240501;050900;1.06556;1.06564;1.0655;1.06552;266
EURUSD;1;240501;051000;1.06551;1.06562;1.0655;1.06559;364
EURUSD;1;240501;051100;1.06551;1.0656;1.06549;1.06558;299
EURUSD;1;240501;051200;1.0655;1.0656;1.06549;1.06552;347
EURUSD;1;240501;051300;1.06552;1.0656;1.06552;1.06559;211
EURUSD;1;240501;051400;1.06559;1.0656;1.06551;1.06559;270
EURUSD;1;240501;051500;1.06559;1.0656;1.06544;1.06552;313
EURUSD;1;240501;051600;1.06545;1.0656;1.06544;1.06556;343
EURUSD;1;240501;051700;1.06548;1.06562;1.06547;1.06557;367
EURUSD;1;240501;051800;1.06552;1.06564;1.06552;1.06564;309
EURUSD;1;240501;051900;1.06564;1.06564;1.06552;1.06562;312
EURUSD;1;240501;052000;1.06563;1.06563;1.06544;1.06551;375
EURUSD;1;240501;052100;1.06554;1.06561;1.06546;1.06559;317
EURUSD;1;240501;052200;1.06559;1.06559;1.06546;1.06552;257
EURUSD;1;240501;052300;1.06554;1.06554;1.06544;1.06551;285
EURUSD;1;240501;052400;1.06544;1.06556;1.06543;1.0655;342
EURUSD;1;240501;052500;1.06554;1.06555;1.06544;1.06552;282
EURUSD;1;240501;052600;1.06553;1.06554;1.06545;1.06552;248
EURUSD;1;240501;052700;1.06551;1.06554;1.06546;1.06554;234
EURUSD;1;240501;052800;1.06546;1.06554;1.06534;1.06548;358
EURUSD;1;240501;052900;1.0654;1.0655;1.06534;1.0654;363
EURUSD;1;240501;053000;1.06536;1.0655;1.06535;1.06547;316
EURUSD;1;240501;053100;1.06547;1.06554;1.06539;1.06546;331
EURUSD;1;240501;053200;1.06554;1.06554;1.06543;1.0655;244
EURUSD;1;240501;053300;1.06548;1.06554;1.06544;1.06545;250
EURUSD;1;240501;053400;1.06545;1.06557;1.06545;1.06556;321
EURUSD;1;240501;053500;1.06549;1.06567;1.06549;1.06567;472
EURUSD;1;240501;053600;1.06562;1.06567;1.06551;1.06559;422
EURUSD;1;240501;053700;1.06555;1.06566;1.0655;1.06561;340
EURUSD;1;240501;053800;1.06564;1.06565;1.06551;1.06555;263
EURUSD;1;240501;053900;1.06551;1.0656;1.06551;1.06555;210
EURUSD;1;240501;054000;1.06559;1.0656;1.0655;1.06559;283
EURUSD;1;240501;054100;1.06551;1.0657;1.06551;1.06561;381
EURUSD;1;240501;054200;1.0656;1.06565;1.06544;1.06553;407
EURUSD;1;240501;054300;1.06553;1.06554;1.06539;1.06545;299
EURUSD;1;240501;054400;1.06545;1.0656;1.06539;1.06543;439
EURUSD;1;240501;054500;1.06543;1.06554;1.0654;1.06554;334
EURUSD;1;240501;054600;1.06546;1.0656;1.06544;1.06551;428
EURUSD;1;240501;054700;1.06555;1.0656;1.06544;1.06557;382
EURUSD;1;240501;054800;1.06557;1.06558;1.06542;1.06552;276
EURUSD;1;240501;054900;1.06549;1.06555;1.0654;1.06553;383
EURUSD;1;240501;055000;1.06548;1.06555;1.06545;1.06551;290
EURUSD;1;240501;055100;1.06553;1.0656;1.06546;1.06558;392
EURUSD;1;240501;055200;1.06551;1.0656;1.06551;1.06551;220
EURUSD;1;240501;055300;1.06551;1.0656;1.06539;1.06555;433
EURUSD;1;240501;055400;1.06555;1.06559;1.06545;1.06558;259
EURUSD;1;240501;055500;1.06551;1.06564;1.06551;1.06561;432
EURUSD;1;240501;055600;1.06558;1.0656;1.06549;1.06559;337
EURUSD;1;240501;055700;1.06559;1.0656;1.06545;1.06546;374
EURUSD;1;240501;055800;1.06552;1.06554;1.06539;1.06545;400
EURUSD;1;240501;055900;1.06549;1.06554;1.06539;1.06546;332
EURUSD;1;240501;060000;1.06546;1.06556;1.06533;1.06554;862
EURUSD;1;240501;060100;1.06551;1.06562;1.06546;1.06551;543
EURUSD;1;240501;060200;1.06551;1.06562;1.06546;1.0656;510
EURUSD;1;240501;060300;1.0656;1.06564;1.06544;1.06551;548
EURUSD;1;240501;060400;1.06555;1.06555;1.06538;1.0655;598
EURUSD;1;240501;060500;1.06547;1.0655;1.06531;1.06538;488
EURUSD;1;240501;060600;1.0654;1.06546;1.06531;1.06546;517
EURUSD;1;240501;060700;1.06542;1.06547;1.06532;1.06544;611
EURUSD;1;240501;060800;1.06542;1.06547;1.06531;1.06533;485
EURUSD;1;240501;060900;1.06541;1.06555;1.06532;1.06554;535
EURUSD;1;240501;061000;1.06554;1.06557;1.06536;1.06553;586
EURUSD;1;240501;061100;1.06545;1.06555;1.06541;1.06555;549
EURUSD;1;240501;061200;1.06553;1.06561;1.06546;1.06554;581
EURUSD;1;240501;061300;1.06547;1.06562;1.06546;1.06556;500
EURUSD;1;240501;061400;1.06552;1.06561;1.06546;1.06555;490
EURUSD;1;240501;061500;1.06547;1.06556;1.06546;1.06546;288
EURUSD;1;240501;061600;1.06554;1.06555;1.06541;1.06554;405
EURUSD;1;240501;061700;1.0655;1.0656;1.06541;1.06554;460
EURUSD;1;240501;061800;1.06546;1.06556;1.06546;1.06546;244
EURUSD;1;240501;061900;1.06551;1.0656;1.06545;1.06551;413
EURUSD;1;240501;062000;1.06552;1.06561;1.06546;1.06557;379
EURUSD;1;240501;062100;1.06557;1.06562;1.06546;1.0656;464
EURUSD;1;240501;062200;1.06552;1.06567;1.06551;1.06564;470
EURUSD;1;240501;062300;1.06562;1.06566;1.06555;1.06557;244
EURUSD;1;240501;062400;1.06557;1.06565;1.06555;1.06556;255
EURUSD;1;240501;062500;1.06556;1.06573;1.0655;1.06567;515
EURUSD;1;240501;062600;1.06562;1.0658;1.06561;1.06576;393
